"LURN_SAK","INCIDENT_DATE","CATEGORY","STAT","STAT_DESC","ADDRESS","STREET","CITY","ZIP","INCIDENT_ID","REPORTING_DISTRICT","SEQ","UNIT_ID","UNIT_NAME","DELETED"
18627122,"2018-07-01 22:45:00","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","SANTA MONICA BLVD AND HANCOCK AVE, WEST HOLLYWOOD, CA","SANTA MONICA BLVD AND HANCOCK AVE","WEST HOLLYWOOD",,"918-04342-0977","0977","04342","CA0190009","WEST HOLLYWOOD","N"
18627082,"2018-07-01 23:00:00","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","2700 E PALMDALE BLVD, PALMDALE, CA","2700 E PALMDALE BLVD","PALMDALE",,"918-09639-2608","2608","09639","CA01900W9","PALMDALE","N"
18627175,"2018-07-02 01:23:00","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","17300 LESLIE AVE, CERRITOS, CA","17300 LESLIE AVE","CERRITOS",,"918-02911-2318","2318","02911","CA01900R7","CERRITOS","N"
18627200,"2018-07-02 03:02:01","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","CLARK ST AND SOUTH ST, LAKEWOOD, CA","CLARK ST AND SOUTH ST","LAKEWOOD",,"918-14617-1321","1321","14617","CA0190013","LAKEWOOD","N"
18627286,"2018-07-02 07:48:33","DRUNK DRIVING VEHICLE / BOAT","243","DRUNK DRIVING - VEHICLE/BOAT: Alcohol at .08% Or Above","13400 SAN ANTONIO DR, NORWALK, CA 90650","13400 SAN ANTONIO DR","NORWALK","90650","918-10019-0454","0454","10019","CA0190004","NORWALK","N"
18627698,"2018-07-02 13:45:00","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","38500 5TH ST W, PALMDALE, CA","38500 5TH ST W","PALMDALE",,"918-09683-2611","2611","09683","CA01900W9","PALMDALE","N"
18627882,"2018-07-02 18:05:00","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","27900 FEATHER STAR AVE, SAUGUS, CA","27900 FEATHER STAR AVE","SAUGUS",,"918-09128-0641","0641","09128","CA0190006","SANTA CLARITA VALLEY","N"
18627870,"2018-07-02 18:32:00","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","ARTESIA BLVD AND BLOOMFIELD AVE, CERRITOS, CA","ARTESIA BLVD AND BLOOMFIELD AVE","CERRITOS",,"918-02923-2316","2316","02923","CA01900R7","CERRITOS","N"
18628004,"2018-07-02 21:17:00","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","ELAINE AVE AND 168TH ST, ARTESIA, CA","ELAINE AVE AND 168TH ST","ARTESIA",,"918-14675-1348","1348","14675","CA0190013","LAKEWOOD","N"
18628078,"2018-07-02 23:10:00","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","SANTA ROSA CIR AND AVENUE K, LANCASTER, CA","SANTA ROSA CIR AND AVENUE K","LANCASTER",,"918-13164-1137","1137","13164","CA0190024","LANCASTER","N"
18628057,"2018-07-02 23:15:00","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","25200 ATWOOD BLVD, NEWHALL, CA","25200 ATWOOD BLVD","NEWHALL",,"918-09136-0628","0628","09136","CA0190006","SANTA CLARITA VALLEY","N"
18628100,"2018-07-02 23:59:00","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","CRESCENT HEIGHTS BLVD AND FOUNTAIN AVE, WEST HOLLYWOOD, CA","CRESCENT HEIGHTS BLVD AND FOUNTAIN AVE","WEST HOLLYWOOD",,"918-04372-0975","0975","04372","CA0190009","WEST HOLLYWOOD","N"
18628152,"2018-07-03 03:11:00","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","ALPINE AVE AND CEDAR AVE, LYNWOOD, CA 90262","ALPINE AVE AND CEDAR AVE","LYNWOOD","90262","918-09628-2116","2116","09628","CA01900V3","CENTURY","N"
18628874,"2018-07-03 17:34:00","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","28000 PALOS VERDES DR E, RANCHO PALOS VERDES, CA","28000 PALOS VERDES DR E","RANCHO PALOS VERDES",,"918-02465-1721","1721","02465","CA0190017","LOMITA","N"
18629126,"2018-07-03 23:12:00","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","STUDEBAKER RD AND 105 FWY, NORWALK, CA 90650","STUDEBAKER RD AND 105 FWY","NORWALK","90650","918-10112-0453","0453","10112","CA0190004","NORWALK","N"
18629102,"2018-07-03 23:15:00","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","12400 DEL AMO BLVD, CERRITOS, CA","12400 DEL AMO BLVD","CERRITOS",,"918-02949-2313","2313","02949","CA01900R7","CERRITOS","N"
18479074,"2018-07-03 23:15:00","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","12400 BLVD, CERRITOS, CA 90703","12400 BLVD","CERRITOS","90703","918-02949-1368","1368","02949","CA0190013","LAKEWOOD","N"
18629150,"2018-07-04 01:11:00","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","6900 ROSECRANS AVE, PARAMOUNT, CA 90723","6900 ROSECRANS AVE","PARAMOUNT","90723","918-14756-1360","1360","14756","CA0190013","LAKEWOOD","N"
18629162,"2018-07-04 02:00:00","DRUNK DRIVING VEHICLE / BOAT","241","DRUNK DRIVING - VEHICLE/BOAT: Alcohol/Drugs (Injury/Death), Felony","SANTA MONICA BLVD AND HAYWORTH AVE, WEST HOLLYWOOD, CA","SANTA MONICA BLVD AND HAYWORTH AVE","WEST HOLLYWOOD",,"918-04400-0975","0975","04400","CA0190009","WEST HOLLYWOOD","N"
18629287,"2018-07-04 09:26:00","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","PECK RD AND MICHAEL HUNT DR, SOUTH EL MONTE, CA 91733","PECK RD AND MICHAEL HUNT DR","SOUTH EL MONTE","91733","918-08287-0562","0562","08287","CA0190005","TEMPLE","N"
18629483,"2018-07-04 13:40:00","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","29300 SHERIDAN RD, VAL VERDE, CA","29300 SHERIDAN RD","VAL VERDE",,"918-09206-0662","0662","09206","CA0190006","SANTA CLARITA VALLEY","N"
18629793,"2018-07-04 23:24:00","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","25500 MALL ENTRANCE, VALENCIA, CA","25500 MALL ENTRANCE","VALENCIA",,"918-09225-0621","0621","09225","CA0190006","SANTA CLARITA VALLEY","N"
18601454,"2018-06-06 06:09:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","ALONDRA BLVD AND WILMINGTON AVE, COMPTON, CA","ALONDRA BLVD AND WILMINGTON AVE","COMPTON",,"918-07872-2832","2832","07872","CA0190042","COMPTON","N"
18601465,"2018-06-06 06:30:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","LYONS AVE AND ORCHARD VILLAGE RD, NEWHALL, CA 91321","LYONS AVE AND ORCHARD VILLAGE RD","NEWHALL","91321","918-07853-0629","0629","07853","CA0190006","SANTA CLARITA VALLEY","N"
18601463,"2018-06-06 06:53:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","95TH ST AND LAUREL ST, LOS ANGELES, CA 90001","95TH ST AND LAUREL ST","LOS ANGELES","90001","918-08269-2177","2177","08269","CA01900V3","CENTURY","N"
18601469,"2018-06-06 07:30:16","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","FOSTER RD AND JERSEY AVE, NORWALK, CA 90650","FOSTER RD AND JERSEY AVE","NORWALK","90650","918-08637-0453","0453","08637","CA0190004","NORWALK","N"
18602394,"2018-06-06 08:25:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","VENTURA ST AND LINCOLN AVE, ALTADENA, CA 91001","VENTURA ST AND LINCOLN AVE","ALTADENA","91001","918-01625-0771","0771","01625","CA0190007","ALTADENA","N"
18601517,"2018-06-06 08:40:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","E IMPERIAL HWY AND PIONEER, NORWALK, CA 90650","E IMPERIAL HWY AND PIONEER","NORWALK","90650","918-08641-0453","0453","08641","CA0190004","NORWALK","N"
18601539,"2018-06-06 09:16:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","ROWLAND AVE AND RADECKI AVE, INDUSTRY, CA","ROWLAND AVE AND RADECKI AVE","INDUSTRY",,"918-07459-1418","1418","07459","CA0190014","INDUSTRY","N"
18601865,"2018-06-06 09:43:00","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","AVENUE J AND CHALLENGER WAY, LANCASTER, CA","AVENUE J AND CHALLENGER WAY","LANCASTER",,"918-11178-1137","1137","11178","CA0190024","LANCASTER","N"
18601846,"2018-06-06 10:16:28","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","47TH ST E AND PEARBLOSSOM HWY, PALMDALE, CA 93552","47TH ST E AND PEARBLOSSOM HWY","PALMDALE","93552","918-08266-2607","2607","08266","CA01900W9","PALMDALE","N"
18601868,"2018-06-06 10:20:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","1600 EB CENTRAL AVE, DUARTE, CA 91010","1600 EB CENTRAL AVE","DUARTE","91010","918-06899-0541","0541","06899","CA0190005","TEMPLE","N"
18601894,"2018-06-06 10:38:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","15TH ST E AND AVENUE J, LANCASTER, CA","15TH ST E AND AVENUE J","LANCASTER",,"918-11179-1135","1135","11179","CA0190024","LANCASTER","N"
18601901,"2018-06-06 10:45:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","BULLIS RD AND JOSEPHINE ST, LYNWOOD, CA 90262","BULLIS RD AND JOSEPHINE ST","LYNWOOD","90262","918-08277-2117","2117","08277","CA01900V3","CENTURY","N"
18601941,"2018-06-06 11:30:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","ALONDRA BLVD AND PIONEER BLVD, NORWALK, CA 90650","ALONDRA BLVD AND PIONEER BLVD","NORWALK","90650","918-08650-0453","0453","08650","CA0190004","NORWALK","N"
18601980,"2018-06-06 12:10:00","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","ALAMEDA ST AND COMPTON BLVD, COMPTON, CA","ALAMEDA ST AND COMPTON BLVD","COMPTON",,"918-07883-2840","2840","07883","CA0190042","COMPTON","N"
18601986,"2018-06-06 12:33:28","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","405 FWY AND 223RD ST, CARSON, CA","405 FWY AND 223RD ST","CARSON",,"918-05892-1622","1622","05892","CA0190016","CARSON","N"
18602040,"2018-06-06 13:07:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","GOLDEN SPRINGS DR AND ARKLEY DR, DIAMOND BAR, CA 91765","GOLDEN SPRINGS DR AND ARKLEY DR","DIAMOND BAR","91765","918-03596-2928","2928","03596","CA0190020","WALNUT","N"
18602038,"2018-06-06 13:13:30","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","CENTRAL AVE AND POPLAR ST, COMPTON, CA 90220","CENTRAL AVE AND POPLAR ST","COMPTON","90220","918-07886-2811","2811","07886","CA0190042","COMPTON","N"
18602072,"2018-06-06 13:40:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","5300 VIA CORONA ST, LOS ANGELES, CA","5300 VIA CORONA ST","LOS ANGELES",,"918-08505-0285","0285","08505","CA0190002","EAST LOS ANGELES","N"
18602075,"2018-06-06 13:40:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","20TH ST W AND AVENUE J, LANCASTER, CA","20TH ST W AND AVENUE J","LANCASTER",,"918-11188-1123","1123","11188","CA0190024","LANCASTER","N"
18602095,"2018-06-06 14:10:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","SANTA MONICA BLVD AND WESTBOURNE DR, WEST HOLLYWOOD, CA","SANTA MONICA BLVD AND WESTBOURNE DR","WEST HOLLYWOOD",,"918-03668-0977","0977","03668","CA0190009","WEST HOLLYWOOD","N"
18602218,"2018-06-06 14:34:00","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","39500 10TH ST W, PALMDALE, CA","39500 10TH ST W","PALMDALE",,"918-08282-2612","2612","08282","CA01900W9","PALMDALE","N"
18602153,"2018-06-06 14:50:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","11TH ST E AND LANCASTER BLVD, LANCASTER, CA","11TH ST E AND LANCASTER BLVD","LANCASTER",,"918-11201-1135","1135","11201","CA0190024","LANCASTER","N"
18602181,"2018-06-06 14:55:00","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","PINE ST AND OLYMPIC BLVD, PICO RIVERA, CA 90660","PINE ST AND OLYMPIC BLVD","PICO RIVERA","90660","918-04009-1510","1510","04009","CA0190015","PICO RIVERA","N"
18602154,"2018-06-06 15:00:00","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","ARTESIA BLVD AND W ARDMORE AVE, BELLFLOWER, CA 90706","ARTESIA BLVD AND W ARDMORE AVE","BELLFLOWER","90706","918-12668-1335","1335","12668","CA0190013","LAKEWOOD","N"
18602184,"2018-06-06 15:00:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","WALNUT GROVE AND VALLEY, ROSEMEAD, CA 91770","WALNUT GROVE AND VALLEY","ROSEMEAD","91770","918-06910-0530","0530","06910","CA0190005","TEMPLE","N"
18602119,"2018-06-06 15:01:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","MYRRH ST AND WILLOWBROOK AVE, COMPTON, CA","MYRRH ST AND WILLOWBROOK AVE","COMPTON",,"918-07893-2835","2835","07893","CA0190042","COMPTON","N"
18602170,"2018-06-06 15:28:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","15000 NELSON AVE, INDUSTRY, CA","15000 NELSON AVE","INDUSTRY",,"918-07474-1414","1414","07474","CA0190014","INDUSTRY","N"
18602240,"2018-06-06 16:19:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","195TH ST AND JERSEY AVE, CERRITOS, CA","195TH ST AND JERSEY AVE","CERRITOS",,"918-02523-2313","2313","02523","CA01900R7","CERRITOS","N"
18602247,"2018-06-06 16:30:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","800 N HAZARD AVE, LOS ANGELES, CA 90063","800 N HAZARD AVE","LOS ANGELES","90063","918-08512-0275","0275","08512","CA0190002","EAST LOS ANGELES","N"
18602257,"2018-06-06 16:43:30","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","16100 OLD VALLEY BLVD, LA PUENTE, CA","16100 OLD VALLEY BLVD","LA PUENTE",,"918-07481-1434","1434","07481","CA0190014","INDUSTRY","N"
18602269,"2018-06-06 16:53:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","ROYAL OAKS AVE AND WINSTON AVE, BRADBURY, CA 91010","ROYAL OAKS AVE AND WINSTON AVE","BRADBURY","91010","918-06916-0511","0511","06916","CA0190005","TEMPLE","N"
18602351,"2018-06-06 17:25:00","VEHICLE / BOATING LAWS","252","VEHICLE AND BOATING LAWS: Felony","8800 MELROSE AVE, WEST HOLLYWOOD, CA 90069","8800 MELROSE AVE","WEST HOLLYWOOD","90069","918-03676-0972","0972","03676","CA0190009","WEST HOLLYWOOD","N"
18602326,"2018-06-06 17:34:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","BATSON AVE AND VIDORA DR, ROWLAND HEIGHTS, CA 91748","BATSON AVE AND VIDORA DR","ROWLAND HEIGHTS","91748","918-03602-2932","2932","03602","CA0190020","WALNUT","N"
18602327,"2018-06-06 17:39:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","LONG BEACH BLVD AND LAUREL ST, COMPTON, CA","LONG BEACH BLVD AND LAUREL ST","COMPTON",,"918-07913-2846","2846","07913","CA0190042","COMPTON","N"
18602336,"2018-06-06 17:42:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","W VALLEY BLVD AND PROCTOR AVE, CITY OF INDUSTRY, CA","W VALLEY BLVD AND PROCTOR AVE","CITY OF INDUSTRY",,"918-07486-1414","1414","07486","CA0190014","INDUSTRY","N"
18602676,"2018-06-06 17:45:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","8800 MELROSE AVE, WEST HOLLYWOOD, CA","8800 MELROSE AVE","WEST HOLLYWOOD",,"918-03684-0972","0972","03684","CA0190009","WEST HOLLYWOOD","N"
18602347,"2018-06-06 17:48:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","COMPTON BLVD AND WILLOW AVE, COMPTON, CA","COMPTON BLVD AND WILLOW AVE","COMPTON",,"918-07915-2840","2840","07915","CA0190042","COMPTON","N"
18602342,"2018-06-06 17:51:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","9400 WASHINGTON AVE, PICO RIVERA, CA","9400 WASHINGTON AVE","PICO RIVERA",,"918-04013-1515","1515","04013","CA0190015","PICO RIVERA","N"
18602329,"2018-06-06 17:55:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","DIVISION ST AND AVENUE J, LANCASTER, CA","DIVISION ST AND AVENUE J","LANCASTER",,"918-11218-1132","1132","11218","CA0190024","LANCASTER","N"
18602365,"2018-06-06 18:00:00","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","ROSECRANS AVE AND SANTA GERTRUDES AVE, LA MIRADA, CA 90638","ROSECRANS AVE AND SANTA GERTRUDES AVE","LA MIRADA","90638","918-08675-0468","0468","08675","CA0190004","NORWALK","N"
18602353,"2018-06-06 18:01:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","1300 HACIENDA BLVD, HACIENDA HEIGHTS, CA","1300 HACIENDA BLVD","HACIENDA HEIGHTS",,"918-07487-1476","1476","07487","CA0190014","INDUSTRY","N"
18602511,"2018-06-06 18:35:00","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","VALENCIA BLVD AND MAGIC MOUNTAIN PKWY, VALENCIA, CA 91355","VALENCIA BLVD AND MAGIC MOUNTAIN PKWY","VALENCIA","91355","918-07891-0622","0622","07891","CA0190006","SANTA CLARITA VALLEY","N"
18602400,"2018-06-06 18:43:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","1200 S FORD BLVD, LOS ANGELES, CA 90022","1200 S FORD BLVD","LOS ANGELES","90022","918-08521-0283","0283","08521","CA0190002","EAST LOS ANGELES","N"
18602423,"2018-06-06 19:04:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","EB SLAUSON AVE AND HEATHERDALE DR, LOS ANGELES, CA","EB SLAUSON AVE AND HEATHERDALE DR","LOS ANGELES",,"918-01408-2767","2767","01408","CA0190065","MARINA DEL REY","N"
18602430,"2018-06-06 19:18:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","20400 FLINTGATE DR, WALNUT, CA 91789","20400 FLINTGATE DR","WALNUT","91789","918-03605-2928","2928","03605","CA0190020","WALNUT","N"
18602453,"2018-06-06 19:40:18","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","SIERRA HWY AND AVENUE Q, PALMDALE, CA","SIERRA HWY AND AVENUE Q","PALMDALE",,"918-08294-2610","2610","08294","CA01900W9","PALMDALE","N"
18602458,"2018-06-06 19:44:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","1400 S BONNIE BEACH PL, LOS ANGELES, CA","1400 S BONNIE BEACH PL","LOS ANGELES",,"918-08524-0278","0278","08524","CA0190002","EAST LOS ANGELES","N"
18602496,"2018-06-06 20:37:48","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","10TH ST E AND PALMDALE BLVD, PALMDALE, CA","10TH ST E AND PALMDALE BLVD","PALMDALE",,"918-08299-2610","2610","08299","CA01900W9","PALMDALE","N"
18602622,"2018-06-06 20:43:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","ALONDRA BLVD AND AVALON BLVD, CARSON, CA","ALONDRA BLVD AND AVALON BLVD","CARSON",,"918-05915-1610","1610","05915","CA0190016","CARSON","N"
18602509,"2018-06-06 20:48:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","GARVEY AVE AND HUMBERT AVE, SOUTH EL MONTE, CA 91733","GARVEY AVE AND HUMBERT AVE","SOUTH EL MONTE","91733","918-06934-0560","0560","06934","CA0190005","TEMPLE","N"
18602543,"2018-06-06 21:28:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","500 E PINE ST, COMPTON, CA 90222","500 E PINE ST","COMPTON","90222","918-08327-2138","2138","08327","CA01900V3","CENTURY","N"
18602556,"2018-06-06 21:45:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","400 W HARRIET ST, ALTADENA, CA 91001","400 W HARRIET ST","ALTADENA","91001","918-01626-0771","0771","01626","CA0190007","ALTADENA","N"
18602575,"2018-06-06 22:24:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","PARAMOUNT AND WASHINGTON BLVD, PICO RIVERA, CA","PARAMOUNT AND WASHINGTON BLVD","PICO RIVERA",,"918-04019-1513","1513","04019","CA0190015","PICO RIVERA","N"
18602613,"2018-06-06 23:26:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","ARROW HWY AND GRAND AVE, COVINA, CA","ARROW HWY AND GRAND AVE","COVINA",,"918-03000-0863","0863","03000","CA0190008","SAN DIMAS","N"
18602519,"2018-06-06 23:59:00","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","1000 SAN VICENTE BLVD, WEST HOLLYWOOD, CA","1000 SAN VICENTE BLVD","WEST HOLLYWOOD",,"918-03680-0977","0977","03680","CA0190009","WEST HOLLYWOOD","N"
18602646,"2018-06-07 00:25:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","FOOTHILL BLVD AND HILLARD AVE, LA CANADA FLINTRIDGE, CA 91011","FOOTHILL BLVD AND HILLARD AVE","LA CANADA FLINTRIDGE","91011","918-01119-1262","1262","01119","CA0190012","CRESCENTA VALLEY","N"
18602662,"2018-06-07 01:07:00","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","VALLEY VIEW AVE AND ALONDRA BLVD, LA MIRADA, CA","VALLEY VIEW AVE AND ALONDRA BLVD","LA MIRADA",,"918-08692-0466","0466","08692","CA0190004","NORWALK","N"
18602685,"2018-06-07 01:26:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","IMPERIAL HWY AND LONG BEACH BLVD, LYNWOOD, CA 90262","IMPERIAL HWY AND LONG BEACH BLVD","LYNWOOD","90262","918-08339-2111","2111","08339","CA01900V3","CENTURY","N"
18612994,"2018-06-07 01:33:00","VEHICLE / BOATING LAWS","252","VEHICLE AND BOATING LAWS: Felony","LONGMEADOW AVE AND 171ST ST E, LANCASTER, CA","LONGMEADOW AVE AND 171ST ST E","LANCASTER",,"918-11980-1197","1197","11980","CA0190024","LANCASTER","N"
18602705,"2018-06-07 02:24:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","CLARKDALE AVE AND 187TH ST, ARTESIA, CA 90701","CLARKDALE AVE AND 187TH ST","ARTESIA","90701","918-12699-1349","1349","12699","CA0190013","LAKEWOOD","N"
18602789,"2018-06-07 07:10:00","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","ROSEMEAD BLVD AND MARSHALL ST, ROSEMEAD, CA","ROSEMEAD BLVD AND MARSHALL ST","ROSEMEAD",,"918-06954-0531","0531","06954","CA0190005","TEMPLE","N"
18602786,"2018-06-07 07:15:00","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","ROSEMEAD BLVD AND GUESS ST, ROSEMEAD, CA","ROSEMEAD BLVD AND GUESS ST","ROSEMEAD",,"918-06953-0531","0531","06953","CA0190005","TEMPLE","N"
18602783,"2018-06-07 07:27:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","W VALLEY BLVD AND W OLD VALLEY BLVD, LA PUENTE, CA","W VALLEY BLVD AND W OLD VALLEY BLVD","LA PUENTE",,"918-07509-1434","1434","07509","CA0190014","INDUSTRY","N"
18602788,"2018-06-07 07:30:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","BREA CANYON RD AND VIA SORELLA, DIAMOND BAR, CA 91765","BREA CANYON RD AND VIA SORELLA","DIAMOND BAR","91765","918-03614-2928","2928","03614","CA0190020","WALNUT","N"
18603012,"2018-06-07 07:33:00","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","CARMENITA RD AND ALONDRA BLVD, CERRITOS, CA","CARMENITA RD AND ALONDRA BLVD","CERRITOS",,"918-02529-2319","2319","02529","CA01900R7","CERRITOS","N"
18602825,"2018-06-07 07:45:00","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","AVENIDA RANCHO TESORO AND COPPER HILL DR, VALENCIA, CA 91354","AVENIDA RANCHO TESORO AND COPPER HILL DR","VALENCIA","91354","918-07908-0648","0648","07908","CA0190006","SANTA CLARITA VALLEY","N"
