"LURN_SAK","INCIDENT_DATE","CATEGORY","STAT","STAT_DESC","ADDRESS","STREET","CITY","ZIP","INCIDENT_ID","REPORTING_DISTRICT","SEQ","UNIT_ID","UNIT_NAME","DELETED"
18603377,"2018-06-07 15:08:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","13200 STUDEBAKER RD, NORWALK, CA","13200 STUDEBAKER RD","NORWALK",,"018-08717-0453","0453","08717","CA0190004","NORWALK","N"
18605334,"2018-06-09 17:30:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","44800 27TH ST E, LANCASTER, CA","44800 27TH ST E","LANCASTER",,"018-11452-1135","1135","11452","CA0190024","LANCASTER","N"
18605393,"2018-06-09 18:51:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","1200 E ARTESIA BLVD, COMPTON, CA 90221","1200 E ARTESIA BLVD","COMPTON","90221","018-08068-2845","2845","08068","CA0190042","COMPTON","N"
18606770,"2018-06-10 22:08:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","FULLERTON RD AND 60 FWY, CITY OF INDUSTRY, CA","FULLERTON RD AND 60 FWY","CITY OF INDUSTRY",,"018-07698-1418","1418","07698","CA0190014","INDUSTRY","N"
18607359,"2018-06-12 00:37:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","800 N CHESTER AVE, COMPTON, CA","800 N CHESTER AVE","COMPTON",,"018-08188-2824","2824","08188","CA0190042","COMPTON","N"
18611007,"2018-06-14 23:50:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","43800 PONDEROSA ST, LANCASTER, CA","43800 PONDEROSA ST","LANCASTER",,"018-11849-1137","1137","11849","CA0190024","LANCASTER","N"
18612845,"2018-06-16 21:22:43","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","22800 S ISLAND AVE, CARSON, CA 90745","22800 S ISLAND AVE","CARSON","90745","018-06286-1624","1624","06286","CA0190016","CARSON","N"
18612919,"2018-06-17 00:04:41","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","1000 N ROSE AVE, COMPTON, CA 90221","1000 N ROSE AVE","COMPTON","90221","018-08517-2822","2822","08517","CA0190042","COMPTON","N"
18612974,"2018-06-17 02:08:04","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","18300 S TOWNE AVE, CARSON, CA 90746","18300 S TOWNE AVE","CARSON","90746","018-06290-1614","1614","06290","CA0190016","CARSON","N"
18613808,"2018-06-18 09:35:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","14800 NELSON AVE, CITY OF INDUSTRY, CA 91744","14800 NELSON AVE","CITY OF INDUSTRY","91744","018-07998-1414","1414","07998","CA0190014","INDUSTRY","N"
18617379,"2018-06-21 02:00:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","15300 S GIBSON AVE, COMPTON, CA 90220","15300 S GIBSON AVE","COMPTON","90220","018-08733-2846","2846","08733","CA0190042","COMPTON","N"
18618143,"2018-06-22 04:44:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","2000 LAS VIRGINES RD, CALABASAS, CA","2000 LAS VIRGINES RD","CALABASAS",,"018-03727-1026","1026","03727","CA0190022","MALIBU/LOST HILLS","N"
18620605,"2018-06-25 02:00:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","10100 LONG BEACH BLVD, LYNWOOD, CA 90262","10100 LONG BEACH BLVD","LYNWOOD","90262","018-09253-2111","2111","09253","CA01900V3","CENTURY","N"
18624011,"2018-06-28 10:34:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","4300 LAVINIA AVE, LYNWOOD, CA 90262","4300 LAVINIA AVE","LYNWOOD","90262","018-09438-2117","2117","09438","CA01900V3","CENTURY","N"
18624639,"2018-06-28 21:27:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","7200 PICO VISTA RD, PICO RIVERA, CA 90660","7200 PICO VISTA RD","PICO RIVERA","90660","018-04585-1517","1517","04585","CA0190015","PICO RIVERA","N"
18626321,"2018-06-30 18:07:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","6200 PALM AVE, MAYWOOD, CA 90270","6200 PALM AVE","MAYWOOD","90270","018-09835-0251","0251","09835","CA0190002","EAST LOS ANGELES","N"
18626455,"2018-06-30 23:17:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","4300 LIVE OAK ST, CUDAHY, CA 90201","4300 LIVE OAK ST","CUDAHY","90201","018-09843-0261","0261","09843","CA0190002","EAST LOS ANGELES","N"
18627351,"2018-07-02 08:14:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","225TH ST E AND AVENUE F, LANCASTER, CA","225TH ST E AND AVENUE F","LANCASTER",,"018-13090-1194","1194","13090","CA0190024","LANCASTER","N"
18629696,"2018-07-04 19:49:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","4100 W 159TH ST, LAWNDALE, CA 90260","4100 W 159TH ST","LAWNDALE","90260","018-05158-0334","0334","05158","CA0190003","SOUTH LOS ANGELES","N"
18603455,"2018-06-06 23:00:00","FORCIBLE RAPE","023","RAPE BY FORCE, FEMALE UNDER 18","8500 GARVEY AVE, ROSEMEAD, CA 91770","8500 GARVEY AVE","ROSEMEAD","91770","018-06977-0533","0533","06977","CA0190005","TEMPLE","N"
18605270,"2018-06-07 10:15:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","8200 ROSECRANS AVE, PARAMOUNT, CA 90723","8200 ROSECRANS AVE","PARAMOUNT","90723","018-12895-1365","1365","12895","CA0190013","LAKEWOOD","N"
18628008,"2018-06-08 09:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","2500 CUDAHY ST, WALNUT PARK, CA 90255","2500 CUDAHY ST","WALNUT PARK","90255","018-09624-2178","2178","09624","CA01900V3","CENTURY","N"
18604452,"2018-06-08 22:00:00","FORCIBLE RAPE","024","ATTEMPT FORCIBLE RAPE, FEMALE UNDER 18","2200 E AVENUE I, LANCASTER, CA","2200 E AVENUE I","LANCASTER",,"018-11387-1135","1135","11387","CA0190024","LANCASTER","N"
18606198,"2018-06-10 15:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","36600 25TH ST E, PALMDALE, CA","36600 25TH ST E","PALMDALE",,"018-08503-2603","2603","08503","CA01900W9","PALMDALE","N"
18616510,"2018-06-11 00:00:00","FORCIBLE RAPE","023","RAPE BY FORCE, FEMALE UNDER 18","1900 E AVENUE J-4, LANCASTER, CA","1900 E AVENUE J-4","LANCASTER",,"018-12270-1137","1137","12270","CA0190024","LANCASTER","N"
18614881,"2018-06-15 03:30:00","FORCIBLE RAPE","022","RAPE, FORCIBLE: Attempt Rape by Force, Female 18 YRS +","1100 N MARTEL, LOS ANGELES, CA 90046","1100 N MARTEL","LOS ANGELES","90046","018-04031-0973","0973","04031","CA0190009","WEST HOLLYWOOD","N"
18616585,"2018-06-15 10:00:00","FORCIBLE RAPE","023","RAPE BY FORCE, FEMALE UNDER 18","10900 COLLEGE PL, CERRITOS, CA 90703","10900 COLLEGE PL","CERRITOS","90703","018-02742-2310","2310","02742","CA01900R7","CERRITOS","N"
18612997,"2018-06-16 02:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","27600 SIERRA HWY, CANYON COUNTRY, CA 91351","27600 SIERRA HWY","CANYON COUNTRY","91351","018-08397-0631","0631","08397","CA0190006","SANTA CLARITA VALLEY","N"
18613028,"2018-06-17 04:50:00","FORCIBLE RAPE","023","RAPE BY FORCE, FEMALE UNDER 18","11700 WESTERN AVE, LOS ANGELES, CA 90047","11700 WESTERN AVE","LOS ANGELES","90047","018-04703-0376","0376","04703","CA0190003","SOUTH LOS ANGELES","N"
18615496,"2018-06-17 05:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","URBANDALE AND HONEYCOMB DR, SAUGUS, CA","URBANDALE AND HONEYCOMB DR","SAUGUS",,"018-08550-0649","0649","08550","CA0190006","SANTA CLARITA VALLEY","N"
18613688,"2018-06-17 05:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","19000 LABIN CT, ROWLAND HEIGHTS, CA","19000 LABIN CT","ROWLAND HEIGHTS",,"018-03859-2931","2931","03859","CA0190020","WALNUT","N"
18618097,"2018-06-19 00:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","SIERRA HWY, LANCASTER, CA","SIERRA HWY","LANCASTER",,"018-12366-1123","1123","12366","CA0190024","LANCASTER","N"
18621549,"2018-06-20 10:00:00","FORCIBLE RAPE","027","RAPE BY FORCE, MALE UNDER 18","1300 HACIENDA BLVD, HACIENDA HEIGHTS, CA 91745","1300 HACIENDA BLVD","HACIENDA HEIGHTS","91745","018-08361-1478","1478","08361","CA0190014","INDUSTRY","N"
18616616,"2018-06-20 23:30:00","FORCIBLE RAPE","022","RAPE, FORCIBLE: Attempt Rape by Force, Female 18 YRS +","18200 VALLEY BLVD, EAST VALINDA, CA","18200 VALLEY BLVD","EAST VALINDA",,"018-08132-1443","1443","08132","CA0190014","INDUSTRY","N"
18618081,"2018-06-21 00:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","6200 TELEGRAPH RD, COMMERCE, CA","6200 TELEGRAPH RD","COMMERCE",,"018-09381-0245","0245","09381","CA0190002","EAST LOS ANGELES","N"
18616842,"2018-06-21 09:41:45","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","1000 W ALONDRA BLVD, COMPTON, CA 90220","1000 W ALONDRA BLVD","COMPTON","90220","018-08726-2832","2832","08726","CA0190042","COMPTON","N"
18619744,"2018-06-23 03:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","1300 KINGS RD, WEST HOLLYWOOD, CA 90069","1300 KINGS RD","WEST HOLLYWOOD","90069","018-04142-0976","0976","04142","CA0190009","WEST HOLLYWOOD","N"
18619941,"2018-06-24 01:15:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","UNKNOWN, DUARTE, CA 91010","UNKNOWN","DUARTE","91010","018-07829-0542","0542","07829","CA0190005","TEMPLE","N"
18620463,"2018-06-24 04:45:00","FORCIBLE RAPE","027","RAPE BY FORCE, MALE UNDER 18","23600 SUMMIT DR, CALABASAS, CA 91302","23600 SUMMIT DR","CALABASAS","91302","018-03787-2249","2249","03787","CA0190022","MALIBU/LOST HILLS","N"
18622977,"2018-06-27 03:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","3900 W MANHATTAN BEACH BLVD, LAWNDALE, CA 90260","3900 W MANHATTAN BEACH BLVD","LAWNDALE","90260","018-04983-0338","0338","04983","CA0190003","SOUTH LOS ANGELES","N"
18626421,"2018-06-28 04:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","11200 ELM ST, LYNWOOD, CA 90262","11200 ELM ST","LYNWOOD","90262","018-09546-2114","2114","09546","CA01900V3","CENTURY","N"
18626262,"2018-06-29 23:05:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","4TH AVE AND VALLEY BLVD, BASSETT, CA 91746","4TH AVE AND VALLEY BLVD","BASSETT","91746","018-08663-1462","1462","08663","CA0190014","INDUSTRY","N"
18626078,"2018-06-30 11:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","19500 ELTON CIR, CERRITOS, CA 90703","19500 ELTON CIR","CERRITOS","90703","018-02891-2313","2313","02891","CA01900R7","CERRITOS","N"
18626226,"2018-06-30 16:34:00","FORCIBLE RAPE","023","RAPE BY FORCE, FEMALE UNDER 18","21400 S AVALON BLVD, CARSON, CA 90745","21400 S AVALON BLVD","CARSON","90745","018-06788-1630","1630","06788","CA0190016","CARSON","N"
18628458,"2018-07-03 07:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","117TH ST AND MONA BLVD, LOS ANGELES, CA 90059","117TH ST AND MONA BLVD","LOS ANGELES","90059","018-09649-2136","2136","09649","CA01900V3","CENTURY","N"
18629066,"2018-07-03 20:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","900 W MILLING ST, LANCASTER, CA","900 W MILLING ST","LANCASTER",,"018-13247-1122","1122","13247","CA0190024","LANCASTER","N"
18630277,"2018-07-04 17:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","8400 CORAL LN, PICO RIVERA, CA 90660","8400 CORAL LN","PICO RIVERA","90660","018-04727-1518","1518","04727","CA0190015","PICO RIVERA","N"
18602003,"2018-06-06 12:05:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","400 N DURFEE AVE, SOUTH EL MONTE, CA 91733","400 N DURFEE AVE","SOUTH EL MONTE","91733","918-06903-0578","0578","06903","CA0190005","TEMPLE","N"
18601973,"2018-06-06 13:00:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","45000 YUCCA AVE, LANCASTER, CA","45000 YUCCA AVE","LANCASTER",,"918-11183-1122","1122","11183","CA0190024","LANCASTER","N"
18602210,"2018-06-06 15:30:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","PEACH ST AND POPLAR DR, LYNWOOD, CA 90262","PEACH ST AND POPLAR DR","LYNWOOD","90262","918-08304-2111","2111","08304","CA01900V3","CENTURY","N"
18602354,"2018-06-06 17:05:00","ROBBERY","037","ROBBERY, WEAPON: Other","GRANDEE AVE AND 129TH ST, COMPTON, CA","GRANDEE AVE AND 129TH ST","COMPTON",,"018-07916-2812","2812","07916","CA0190042","COMPTON","N"
18602415,"2018-06-06 18:00:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","DEL MONTE RD AND HAMPTON DR, VALENCIA, CA","DEL MONTE RD AND HAMPTON DR","VALENCIA",,"018-07883-0621","0621","07883","CA0190006","SANTA CLARITA VALLEY","N"
18602445,"2018-06-06 18:30:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","11700 WILLOWBROOK AVE, LOS ANGELES, CA 90053","11700 WILLOWBROOK AVE","LOS ANGELES","90053","918-00695-6851","6851","00695","CA0190031","TRANSIT SERV BUR","N"
18602388,"2018-06-06 18:34:07","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","7400 ALAMEDA ST, LOS ANGELES, CA 90001","7400 ALAMEDA ST","LOS ANGELES","90001","918-08317-2173","2173","08317","CA01900V3","CENTURY","N"
18602307,"2018-06-06 19:11:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","1700 FIRESTONE BLVD, LOS ANGELES, CA 90001","1700 FIRESTONE BLVD","LOS ANGELES","90001","918-08309-2174","2174","08309","CA01900V3","CENTURY","N"
18602546,"2018-06-06 21:00:00","ROBBERY","037","ROBBERY, WEAPON: Other","11TH ST E AND AVENUE R, PALMDALE, CA","11TH ST E AND AVENUE R","PALMDALE",,"918-08302-2610","2610","08302","CA01900W9","PALMDALE","N"
18602533,"2018-06-06 21:10:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","300 E SEPULVEDA BLVD, CARSON, CA","300 E SEPULVEDA BLVD","CARSON",,"918-05912-1624","1624","05912","CA0190016","CARSON","N"
18602569,"2018-06-06 21:30:00","ROBBERY","038","ROBBERY, WEAPON: Carjacking","BULLIS RD AND TUCKER ST, COMPTON, CA","BULLIS RD AND TUCKER ST","COMPTON",,"918-07926-2825","2825","07926","CA0190042","COMPTON","N"
18602577,"2018-06-06 22:00:00","ROBBERY","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","2300 FIRESTONE BLVD, LOS ANGELES, CA 90002","2300 FIRESTONE BLVD","LOS ANGELES","90002","918-08329-2175","2175","08329","CA01900V3","CENTURY","N"
18602688,"2018-06-07 01:51:25","ROBBERY","047","ROBBERY, STRONG-ARM: Other","111TH ST AND GREVILLEA AVE, LENNOX, CA","111TH ST AND GREVILLEA AVE","LENNOX",,"918-04419-0383","0383","04419","CA0190003","SOUTH LOS ANGELES","N"
18602774,"2018-06-07 07:20:52","ROBBERY","047","ROBBERY, STRONG-ARM: Other","500 BAUCHET ST, LOS ANGELES, CA 90012","500 BAUCHET ST","LOS ANGELES","90012","918-00179-4300","4300","00179","CA0190045","COURT SERVICES TRANSPORTATION BUREAU","N"
18603203,"2018-06-07 09:00:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","14500 OLIVE VIEW DR, SYLMAR, CA","14500 OLIVE VIEW DR","SYLMAR",,"918-01019-8548","8548","01019","CA01900F4","COUNTY SERVICES BUR","N"
18604181,"2018-06-07 10:00:00","ROBBERY","037","ROBBERY, WEAPON: Other","38500 LEMSFORD AVE, PALMDALE, CA 93551","38500 LEMSFORD AVE","PALMDALE","93551","018-08377-2608","2608","08377","CA01900W9","PALMDALE","N"
18603233,"2018-06-07 10:30:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","37300 47TH ST E, PALMDALE, CA 93552","37300 47TH ST E","PALMDALE","93552","918-08331-2607","2607","08331","CA01900W9","PALMDALE","N"
18603119,"2018-06-07 10:40:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","11800 WILMINGTON AVE, LOS ANGELES, CA 90059","11800 WILMINGTON AVE","LOS ANGELES","90059","918-08359-2132","2132","08359","CA01900V3","CENTURY","N"
18603181,"2018-06-07 12:00:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","8800 WASHINGTON BLVD, PICO RIVERA, CA 90660","8800 WASHINGTON BLVD","PICO RIVERA","90660","918-04036-1520","1520","04036","CA0190015","PICO RIVERA","N"
18604431,"2018-06-07 14:30:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","16500 DOWNEY AVE, PARAMOUNT, CA 90723","16500 DOWNEY AVE","PARAMOUNT","90723","918-12822-1369","1369","12822","CA0190013","LAKEWOOD","N"
18603359,"2018-06-07 14:45:00","ROBBERY","041","ROBBERY, STRONG-ARM: Highway, Etc.","ARIZONA AVE AND 6TH ST, LOS ANGELES, CA 90022","ARIZONA AVE AND 6TH ST","LOS ANGELES","90022","918-08570-0285","0285","08570","CA0190002","EAST LOS ANGELES","N"
18603355,"2018-06-07 15:10:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","AVENUE K AND GADSDEN AVE, LANCASTER, CA","AVENUE K AND GADSDEN AVE","LANCASTER",,"918-11286-1124","1124","11286","CA0190024","LANCASTER","N"
18603275,"2018-06-07 16:15:00","ROBBERY","037","ROBBERY, WEAPON: Other","BRADFIELD AVE AND CYPRESS ST, COMPTON, CA 90220","BRADFIELD AVE AND CYPRESS ST","COMPTON","90220","918-07955-2846","2846","07955","CA0190042","COMPTON","N"
18603478,"2018-06-07 16:15:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","12700 STUDEBAKER RD, NORWALK, CA 90650","12700 STUDEBAKER RD","NORWALK","90650","918-08723-0453","0453","08723","CA0190004","NORWALK","N"
18603411,"2018-06-07 16:48:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","1700 W IMPERIAL HWY, LOS ANGELES, CA 90047","1700 W IMPERIAL HWY","LOS ANGELES","90047","918-00357-8771","8771","00357","CA01900R5","COMMUNITY COLLEGE BUREAU","N"
18603584,"2018-06-07 17:50:00","ROBBERY","038","ROBBERY, WEAPON: Carjacking","BADILLO ST AND FRIJO AVE, COVINA, CA","BADILLO ST AND FRIJO AVE","COVINA",,"918-03016-0865","0865","03016","CA0190008","SAN DIMAS","N"
18603585,"2018-06-07 18:15:00","ROBBERY","048","ROBBERY, STRONG-ARM: Carjacking","1100 W COLUMBIA WAY, PALMDALE, CA","1100 W COLUMBIA WAY","PALMDALE",,"918-08352-2619","2619","08352","CA01900W9","PALMDALE","N"
18603586,"2018-06-07 18:53:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","5700 WHITTIER BLVD, COMMERCE, CA","5700 WHITTIER BLVD","COMMERCE",,"918-08594-0242","0242","08594","CA0190002","EAST LOS ANGELES","N"
18603643,"2018-06-07 19:35:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","2700 E ALONDRA BLVD, COMPTON, CA 90220","2700 E ALONDRA BLVD","COMPTON","90220","918-07973-2847","2847","07973","CA0190042","COMPTON","N"
18603792,"2018-06-08 01:00:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","9000 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069","9000 SANTA MONICA BLVD","WEST HOLLYWOOD","90069","918-03708-0972","0972","03708","CA0190009","WEST HOLLYWOOD","N"
18603913,"2018-06-08 06:10:00","ROBBERY","041","ROBBERY, STRONG-ARM: Highway, Etc.","1300 81ST ST, LOS ANGELES, CA 90002","1300 81ST ST","LOS ANGELES","90002","018-08404-2174","2174","08404","CA01900V3","CENTURY","N"
18603803,"2018-06-08 12:10:00","ROBBERY","041","ROBBERY, STRONG-ARM: Highway, Etc.","1300 SWEETZER AVE, WEST HOLLYWOOD, CA 90069","1300 SWEETZER AVE","WEST HOLLYWOOD","90069","018-03709-0975","0975","03709","CA0190009","WEST HOLLYWOOD","N"
18604314,"2018-06-08 12:40:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","8000 SANTA FE AVE, HUNTINGTON PARK, CA 90255","8000 SANTA FE AVE","HUNTINGTON PARK","90255","918-08423-2173","2173","08423","CA01900V3","CENTURY","N"
18604376,"2018-06-08 14:20:00","ROBBERY","048","ROBBERY, STRONG-ARM: Carjacking","800 W ROSECRANS AVE, COMPTON, CA","800 W ROSECRANS AVE","COMPTON",,"918-08008-2814","2814","08008","CA0190042","COMPTON","N"
18604558,"2018-06-08 16:00:00","ROBBERY","041","ROBBERY, STRONG-ARM: Highway, Etc.","COKE AVE AND HARDWICK ST, LAKEWOOD, CA 90712","COKE AVE AND HARDWICK ST","LAKEWOOD","90712","918-12833-1320","1320","12833","CA0190013","LAKEWOOD","N"
18604582,"2018-06-08 17:45:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","5900 ROSEMEAD BLVD, TEMPLE CITY, CA 91780","5900 ROSEMEAD BLVD","TEMPLE CITY","91780","018-07038-0522","0522","07038","CA0190005","TEMPLE","N"
18605011,"2018-06-08 21:00:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","HARRIS AVE AND COMPTON BLVD, COMPTON, CA","HARRIS AVE AND COMPTON BLVD","COMPTON",,"918-08040-2846","2846","08040","CA0190042","COMPTON","N"
18604768,"2018-06-08 21:55:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","11100 INGLEWOOD AVE, LENNOX, CA","11100 INGLEWOOD AVE","LENNOX",,"918-04472-0382","0382","04472","CA0190003","SOUTH LOS ANGELES","N"
18604755,"2018-06-08 22:00:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","2800 CARSON ST, LAKEWOOD, CA","2800 CARSON ST","LAKEWOOD",,"918-12850-1323","1323","12850","CA0190013","LAKEWOOD","N"
18604782,"2018-06-08 22:00:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","1200 94TH ST, LOS ANGELES, CA","1200 94TH ST","LOS ANGELES",,"018-04473-0370","0370","04473","CA0190003","SOUTH LOS ANGELES","N"
18604907,"2018-06-09 03:57:00","ROBBERY","044","ROBBERY, STRONG-ARM: Convenience Store, Fast Food, Restaurant","11140, LAKEWOOD, CA 90712","11140","LAKEWOOD","90712","918-12860-1327","1327","12860","CA0190013","LAKEWOOD","N"
18605119,"2018-06-09 11:30:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","1500 FLORENCE AVE, LOS ANGELES, CA","1500 FLORENCE AVE","LOS ANGELES",,"918-08462-2172","2172","08462","CA01900V3","CENTURY","N"
18605139,"2018-06-09 12:00:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","1700 W ROSECRANS AVE, COMPTON, CA 90222","1700 W ROSECRANS AVE","COMPTON","90222","918-08045-2811","2811","08045","CA0190042","COMPTON","N"
18611749,"2018-06-09 13:00:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","1100 E AVENUE K, LANCASTER, CA","1100 E AVENUE K","LANCASTER",,"918-11890-1137","1137","11890","CA0190024","LANCASTER","N"
18605455,"2018-06-09 18:40:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","TRIGGS ST AND DUNCAN AVE, COMMERCE, CA","TRIGGS ST AND DUNCAN AVE","COMMERCE",,"018-08716-0241","0241","08716","CA0190002","EAST LOS ANGELES","N"
18605446,"2018-06-09 19:30:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","300 W COMPTON BLVD, COMPTON, CA 90220","300 W COMPTON BLVD","COMPTON","90220","918-08073-2822","2822","08073","CA0190042","COMPTON","N"
18605506,"2018-06-09 21:30:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","1800 E COMPTON BLVD, COMPTON, CA 90221","1800 E COMPTON BLVD","COMPTON","90221","918-08078-2846","2846","08078","CA0190042","COMPTON","N"
18605580,"2018-06-10 00:01:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","FIRESTONE BLVD AND GRAHAM AVE, LOS ANGELES, CA 90001","FIRESTONE BLVD AND GRAHAM AVE","LOS ANGELES","90001","018-08485-2174","2174","08485","CA01900V3","CENTURY","N"
18605614,"2018-06-10 00:30:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","MULLBERRY DR AND MILLS RD, WHITTIER, CA","MULLBERRY DR AND MILLS RD","WHITTIER",,"018-08845-0491","0491","08845","CA0190004","NORWALK","N"
18605640,"2018-06-10 02:10:00","ROBBERY","037","ROBBERY, WEAPON: Other","800 WILLOW AVE, LA PUENTE, CA","800 WILLOW AVE","LA PUENTE",,"018-07648-1430","1430","07648","CA0190014","INDUSTRY","N"
18605845,"2018-06-10 03:30:00","ROBBERY","041","ROBBERY, STRONG-ARM: Highway, Etc.","HAZARD AVE AND E CESAR CHAVEZ AVE, LOS ANGELES, CA","HAZARD AVE AND E CESAR CHAVEZ AVE","LOS ANGELES",,"918-08750-0275","0275","08750","CA0190002","EAST LOS ANGELES","N"
18605698,"2018-06-10 05:00:00","ROBBERY","037","ROBBERY, WEAPON: Other","COMPTON AVE AND FIRESTONE AVE, LOS ANGELES, CA 90001","COMPTON AVE AND FIRESTONE AVE","LOS ANGELES","90001","918-08497-2174","2174","08497","CA01900V3","CENTURY","N"
18605701,"2018-06-10 05:30:00","ROBBERY","038","ROBBERY, WEAPON: Carjacking","3300 IMPERIAL HWY, LYNWOOD, CA 90262","3300 IMPERIAL HWY","LYNWOOD","90262","018-08498-2112","2112","08498","CA01900V3","CENTURY","N"
