,RegionName,State,CountyName,2018-05,Unnamed: 0_x,Price level_x,Rating_x,Latitude_x,Longitude_x,House Price Ranking,Unnamed: 0_y,Price level_y,Rating_y,Latitude_y,Longitude_y
151,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,15.0,2.0,4.5,34.077119200000006,-118.2587199
152,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,16.0,2.0,4.5,34.0828183,-118.32415859999999
153,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,17.0,2.0,4.3,34.083804,-118.273852
154,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,18.0,2.0,4.5,34.078587299999995,-118.3764199
155,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,26.0,,4.7,33.9888277,-118.3340017
156,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,30.0,,4.0,34.0516025,-118.2550754
157,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,31.0,2.0,4.5,34.077119200000006,-118.2587199
158,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,33.0,2.0,4.5,34.0828183,-118.32415859999999
159,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,34.0,2.0,4.3,34.083804,-118.273852
160,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,36.0,2.0,4.5,34.078587299999995,-118.3764199
161,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,37.0,,4.5,34.0822255,-118.3768009
162,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,39.0,2.0,4.4,34.100516999999996,-118.32927
163,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,45.0,,4.7,33.9888277,-118.3340017
164,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,49.0,2.0,4.6,34.0427223,-118.2529723
165,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,50.0,2.0,4.6,34.047626,-118.32761399999998
166,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,51.0,,4.0,34.0516025,-118.2550754
167,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,54.0,2.0,4.5,34.077119200000006,-118.2587199
168,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,56.0,2.0,4.5,34.0828183,-118.32415859999999
169,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,57.0,2.0,4.3,34.083804,-118.273852
170,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,59.0,2.0,4.4,34.100516999999996,-118.32927
171,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,68.0,,4.0,34.0516025,-118.2550754
172,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,70.0,,4.7,33.9888277,-118.3340017
173,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,71.0,2.0,4.5,34.077119200000006,-118.2587199
174,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,72.0,2.0,4.6,34.118765,-118.179128
175,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,74.0,2.0,4.3,34.083804,-118.273852
176,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,78.0,2.0,4.5,34.0828183,-118.32415859999999
177,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,85.0,,4.7,33.9888277,-118.3340017
178,Los Angeles,CA,Los Angeles,714700,16.0,2.0,4.5,34.0828183,-118.32415859999999,Mid,89.0,2.0,4.6,34.0427223,-118.2529723
