,Price level,Rating,Latitude,Longitude,RegionName
2140,2,4.6,33.8366772,-118.318935, Torrance
2141,2,4.6,33.7706309,-118.1822109, Long Beach
2142,2,4.6,33.9633419,-118.3515974, Inglewood
2143,2,4.6,33.817329,-118.387987, Redondo Beach
2144,,4.7,33.9888277,-118.3340017, Los Angeles
2145,,4,34.0516025,-118.2550754, Los Angeles
2146,2,4.6,34.047626,-118.327614, Los Angeles
2147,1,4.2,34.00424,-118.409539, Culver City
2148,2,4.5,34.0065368,-118.41216, Culver City
2149,2,4.5,34.0771192,-118.2587199, Los Angeles
2150,2,4.3,34.083804,-118.273852, Los Angeles
2151,2,4.6,33.9866368,-118.471642, Venice
2152,2,4.4,34.100517,-118.32927, Los Angeles
2153,2,4.5,34.097542,-118.363321, Los Angeles
2154,2,4.6,34.118765,-118.179128, Los Angeles
2155,1,4.5,34.090791,-118.390096, West Hollywood
2156,2,4.6,34.0167692,-118.4912757, Santa Monica
2157,,4.6,34.0203454,-118.4963926, Santa Monica
2158,2,4.3,34.1410298,-118.1318744, Pasadena
2159,2,4.5,34.1385838,-118.3665381, Studio City
2160,2,4.6,33.8366772,-118.318935, Torrance
2161,2,4.6,33.7706309,-118.1822109, Long Beach
2162,2,4.6,33.9633419,-118.3515974, Inglewood
2163,,4.7,33.9888277,-118.3340017, Los Angeles
2164,2,4.6,33.817329,-118.387987, Redondo Beach
2165,,4,34.0516025,-118.2550754, Los Angeles
2166,2,4.6,34.047626,-118.327614, Los Angeles
2167,2,4.5,34.0771192,-118.2587199, Los Angeles
2168,1,4.2,34.00424,-118.409539, Culver City
2169,2,4.5,34.0065368,-118.41216, Culver City
2170,2,4.3,34.083804,-118.273852, Los Angeles
2171,2,4.5,34.0828183,-118.3241586, Los Angeles
2172,2,4.6,33.9866368,-118.471642, Venice
2173,2,4.4,34.100517,-118.32927, Los Angeles
2174,2,4.6,34.118765,-118.179128, Los Angeles
2175,1,4.5,34.090791,-118.390096, West Hollywood
2176,2,4.6,34.0167692,-118.4912757, Santa Monica
2177,2,4.3,34.1410298,-118.1318744, Pasadena
2178,,4.6,34.0203454,-118.4963926, Santa Monica
2179,1,4.6,33.9312636,-117.8931749, Brea
2180,2,4.6,33.9633419,-118.3515974, Inglewood
2181,,4.7,33.9888277,-118.3340017, Los Angeles
2182,3,4.6,34.0450139,-118.2388682, Los Angeles
2183,,4,34.0516025,-118.2550754, Los Angeles
2184,2,4.6,33.7706309,-118.1822109, Long Beach
2185,2,4.6,33.817329,-118.387987, Redondo Beach
2186,2,4.5,34.0771192,-118.2587199, Los Angeles
2187,1,4.2,34.00424,-118.409539, Culver City
2188,2,4.5,34.0065368,-118.41216, Culver City
2189,2,4.3,34.083804,-118.273852, Los Angeles
2190,2,4.5,34.0828183,-118.3241586, Los Angeles
2191,2,4.4,34.100517,-118.32927, Los Angeles
2192,2,4.6,33.9866368,-118.471642, Venice
2193,2,4.6,34.118765,-118.179128, Los Angeles
2194,2,4.5,34.097542,-118.363321, Los Angeles
2195,1,4.5,34.090791,-118.390096, West Hollywood
2196,,4.6,34.0203454,-118.4963926, Santa Monica
2197,2,4.3,34.1410298,-118.1318744, Pasadena
2198,2,4.4,34.1592118,-118.2672531, Glendale
2199,2,3,34.138548,-118.366535, Studio City
2200,,5,33.815576,-118.351367, Torrance
2201,2,4.6,33.8366772,-118.318935, Torrance
2202,2,4.6,33.817329,-118.387987, Redondo Beach
2203,2,4.6,33.7706309,-118.1822109, Long Beach
2204,,4.5,33.8645386,-118.3966923, Hermosa Beach
2205,2,4.6,33.9633419,-118.3515974, Inglewood
2206,,4.7,33.9888277,-118.3340017, Los Angeles
2207,1,4.2,34.00424,-118.409539, Culver City
2208,2,4.5,34.0065368,-118.41216, Culver City
2209,2,4.6,33.9866368,-118.471642, Venice
2210,2,4.6,34.047626,-118.327614, Los Angeles
2211,3,4.6,34.0450139,-118.2388682, Los Angeles
2212,,4,34.0516025,-118.2550754, Los Angeles
2213,2,4.6,34.0167692,-118.4912757, Santa Monica
2214,,4.6,34.0203454,-118.4963926, Santa Monica
2215,2,4.5,34.0771192,-118.2587199, Los Angeles
2216,,4.5,34.0325744,-118.4944729, Santa Monica
2217,2,4.5,34.0828183,-118.3241586, Los Angeles
2218,2,4.3,34.083804,-118.273852, Los Angeles
2219,2,4.4,34.100517,-118.32927, Los Angeles
2220,,5,33.815576,-118.351367, Torrance
2221,2,4.6,33.8366772,-118.318935, Torrance
2222,2,4.6,33.817329,-118.387987, Redondo Beach
2223,2,4.6,33.7706309,-118.1822109, Long Beach
2224,,4.5,33.8645386,-118.3966923, Hermosa Beach
2225,2,4.6,33.9633419,-118.3515974, Inglewood
2226,,4.7,33.9888277,-118.3340017, Los Angeles
2227,1,4.2,34.00424,-118.409539, Culver City
2228,2,4.5,34.0065368,-118.41216, Culver City
2229,2,4.6,33.9866368,-118.471642, Venice
2230,2,4.6,34.047626,-118.327614, Los Angeles
2231,3,4.6,34.0450139,-118.2388682, Los Angeles
2232,,4,34.0516025,-118.2550754, Los Angeles
2233,2,4.6,34.0167692,-118.4912757, Santa Monica
2234,,4.6,34.0203454,-118.4963926, Santa Monica
2235,2,4.5,34.0771192,-118.2587199, Los Angeles
2236,,4.5,34.0325744,-118.4944729, Santa Monica
2237,2,4.5,34.0828183,-118.3241586, Los Angeles
2238,2,4.3,34.083804,-118.273852, Los Angeles
2239,2,4.4,34.100517,-118.32927, Los Angeles
2240,,5,33.815576,-118.351367, Torrance
2241,2,4.6,33.8366772,-118.318935, Torrance
2242,2,4.6,33.817329,-118.387987, Redondo Beach
2243,2,4.6,33.7706309,-118.1822109, Long Beach
2244,,4.5,33.8645386,-118.3966923, Hermosa Beach
2245,2,4.6,33.9633419,-118.3515974, Inglewood
2246,,4.7,33.9888277,-118.3340017, Los Angeles
2247,1,4.2,34.00424,-118.409539, Culver City
2248,2,4.5,34.0065368,-118.41216, Culver City
2249,2,4.6,33.9866368,-118.471642, Venice
2250,2,4.6,34.047626,-118.327614, Los Angeles
2251,3,4.6,34.0450139,-118.2388682, Los Angeles
2252,,4,34.0516025,-118.2550754, Los Angeles
2253,2,4.6,34.0167692,-118.4912757, Santa Monica
2254,,4.6,34.0203454,-118.4963926, Santa Monica
2255,2,4.5,34.0771192,-118.2587199, Los Angeles
2256,,4.5,34.0325744,-118.4944729, Santa Monica
2257,2,4.5,34.0828183,-118.3241586, Los Angeles
2258,2,4.3,34.083804,-118.273852, Los Angeles
2259,2,4.4,34.100517,-118.32927, Los Angeles
2260,,5,33.815576,-118.351367, Torrance
2261,2,4.6,33.8366772,-118.318935, Torrance
2262,2,4.6,33.817329,-118.387987, Redondo Beach
2263,2,4.6,33.7706309,-118.1822109, Long Beach
2264,,4.5,33.8645386,-118.3966923, Hermosa Beach
2265,2,4.6,33.9633419,-118.3515974, Inglewood
2266,,4.7,33.9888277,-118.3340017, Los Angeles
2267,1,4.2,34.00424,-118.409539, Culver City
2268,2,4.5,34.0065368,-118.41216, Culver City
2269,2,4.6,33.9866368,-118.471642, Venice
2270,2,4.6,34.047626,-118.327614, Los Angeles
2271,3,4.6,34.0450139,-118.2388682, Los Angeles
2272,,4,34.0516025,-118.2550754, Los Angeles
2273,2,4.6,34.0167692,-118.4912757, Santa Monica
2274,,4.6,34.0203454,-118.4963926, Santa Monica
2275,2,4.5,34.0771192,-118.2587199, Los Angeles
2276,,4.5,34.0325744,-118.4944729, Santa Monica
2277,2,4.5,34.0828183,-118.3241586, Los Angeles
2278,2,4.3,34.083804,-118.273852, Los Angeles
2279,2,4.4,34.100517,-118.32927, Los Angeles
2280,,5,33.815576,-118.351367, Torrance
2281,2,4.6,33.8366772,-118.318935, Torrance
2282,2,4.6,33.817329,-118.387987, Redondo Beach
2283,2,4.6,33.7706309,-118.1822109, Long Beach
2284,,4.5,33.8645386,-118.3966923, Hermosa Beach
2285,2,4.6,33.9633419,-118.3515974, Inglewood
2286,,4.7,33.9888277,-118.3340017, Los Angeles
2287,1,4.2,34.00424,-118.409539, Culver City
2288,2,4.5,34.0065368,-118.41216, Culver City
2289,2,4.6,33.9866368,-118.471642, Venice
2290,2,4.6,34.047626,-118.327614, Los Angeles
2291,3,4.6,34.0450139,-118.2388682, Los Angeles
2292,,4,34.0516025,-118.2550754, Los Angeles
2293,2,4.6,34.0167692,-118.4912757, Santa Monica
2294,,4.6,34.0203454,-118.4963926, Santa Monica
2295,2,4.5,34.0771192,-118.2587199, Los Angeles
2296,,4.5,34.0325744,-118.4944729, Santa Monica
2297,2,4.5,34.0828183,-118.3241586, Los Angeles
2298,2,4.3,34.083804,-118.273852, Los Angeles
2299,2,4.4,34.100517,-118.32927, Los Angeles
2300,,5,33.815576,-118.351367, Torrance
2301,2,4.6,33.8366772,-118.318935, Torrance
2302,2,4.6,33.817329,-118.387987, Redondo Beach
2303,2,4.6,33.7706309,-118.1822109, Long Beach
2304,,4.5,33.8645386,-118.3966923, Hermosa Beach
2305,2,4.6,33.9633419,-118.3515974, Inglewood
2306,,4.7,33.9888277,-118.3340017, Los Angeles
2307,1,4.2,34.00424,-118.409539, Culver City
2308,2,4.5,34.0065368,-118.41216, Culver City
2309,2,4.6,33.9866368,-118.471642, Venice
2310,2,4.6,34.047626,-118.327614, Los Angeles
2311,3,4.6,34.0450139,-118.2388682, Los Angeles
2312,,4,34.0516025,-118.2550754, Los Angeles
2313,2,4.6,34.0167692,-118.4912757, Santa Monica
2314,,4.6,34.0203454,-118.4963926, Santa Monica
2315,2,4.5,34.0771192,-118.2587199, Los Angeles
2316,,4.5,34.0325744,-118.4944729, Santa Monica
2317,2,4.5,34.0828183,-118.3241586, Los Angeles
2318,2,4.3,34.083804,-118.273852, Los Angeles
2319,2,4.4,34.100517,-118.32927, Los Angeles
2320,,5,33.815576,-118.351367, Torrance
2321,2,4.6,33.8366772,-118.318935, Torrance
2322,2,4.6,33.817329,-118.387987, Redondo Beach
2323,2,4.6,33.7706309,-118.1822109, Long Beach
2324,,4.5,33.8645386,-118.3966923, Hermosa Beach
2325,2,4.6,33.9633419,-118.3515974, Inglewood
2326,,4.7,33.9888277,-118.3340017, Los Angeles
2327,1,4.2,34.00424,-118.409539, Culver City
2328,2,4.5,34.0065368,-118.41216, Culver City
2329,2,4.6,33.9866368,-118.471642, Venice
2330,2,4.6,34.047626,-118.327614, Los Angeles
2331,3,4.6,34.0450139,-118.2388682, Los Angeles
2332,,4,34.0516025,-118.2550754, Los Angeles
2333,2,4.6,34.0167692,-118.4912757, Santa Monica
2334,,4.6,34.0203454,-118.4963926, Santa Monica
2335,2,4.5,34.0771192,-118.2587199, Los Angeles
2336,,4.5,34.0325744,-118.4944729, Santa Monica
2337,2,4.5,34.0828183,-118.3241586, Los Angeles
2338,2,4.3,34.083804,-118.273852, Los Angeles
2339,2,4.4,34.100517,-118.32927, Los Angeles
2340,,4.4,33.9231931,-118.1318514, Downey
2341,,4.4,33.9028094,-118.053914, Norwalk
2342,,4.4,34.0796122,-118.093476, San Gabriel
2343,2,4.4,34.045623,-118.2324544, Los Angeles
2344,3,4.6,34.0450139,-118.2388682, Los Angeles
2345,,4,34.0516025,-118.2550754, Los Angeles
2346,2,4.5,34.0771192,-118.2587199, Los Angeles
2347,2,4.6,34.118765,-118.179128, Los Angeles
2348,,4.7,33.9888277,-118.3340017, Los Angeles
2349,2,4.6,33.7706309,-118.1822109, Long Beach
2350,2,4.3,34.083804,-118.273852, Los Angeles
2351,1,4.6,33.9312636,-117.8931749, Brea
2352,2,4.3,34.1410298,-118.1318744, Pasadena
2353,,4.7,34.1432717,-118.0319401, Arcadia
2354,2,4.5,34.0828183,-118.3241586, Los Angeles
2355,2,4.4,34.100517,-118.32927, Los Angeles
2356,2,4.4,34.1592118,-118.2672531, Glendale
2357,1,4.2,34.00424,-118.409539, Culver City
2358,2,4.5,34.0065368,-118.41216, Culver City
2359,2,4.5,34.097542,-118.363321, Los Angeles
2360,,4.4,33.9231931,-118.1318514, Downey
2361,,4.4,33.9028094,-118.053914, Norwalk
2362,2,4.4,34.045623,-118.2324544, Los Angeles
2363,3,4.6,34.0450139,-118.2388682, Los Angeles
2364,,4.4,34.0796122,-118.093476, San Gabriel
2365,,4,34.0516025,-118.2550754, Los Angeles
2366,2,4.6,33.7706309,-118.1822109, Long Beach
2367,2,4.5,34.0771192,-118.2587199, Los Angeles
2368,,4.7,33.9888277,-118.3340017, Los Angeles
2369,2,4.6,34.118765,-118.179128, Los Angeles
2370,2,4.3,34.083804,-118.273852, Los Angeles
2371,1,4.6,33.9312636,-117.8931749, Brea
2372,2,4.3,34.1410298,-118.1318744, Pasadena
2373,2,4.5,34.0828183,-118.3241586, Los Angeles
2374,,4.7,34.1432717,-118.0319401, Arcadia
2375,2,4.4,34.100517,-118.32927, Los Angeles
2376,1,4.2,34.00424,-118.409539, Culver City
2377,2,4.5,34.0065368,-118.41216, Culver City
2378,2,4.4,34.1592118,-118.2672531, Glendale
2379,2,4.6,33.817329,-118.387987, Redondo Beach
2380,,4.4,33.9231931,-118.1318514, Downey
2381,,4.4,33.9028094,-118.053914, Norwalk
2382,3,4.6,34.0450139,-118.2388682, Los Angeles
2383,2,4.6,33.7706309,-118.1822109, Long Beach
2384,,4,34.0516025,-118.2550754, Los Angeles
2385,,4.4,34.0796122,-118.093476, San Gabriel
2386,,4.7,33.9888277,-118.3340017, Los Angeles
2387,2,4.5,34.0771192,-118.2587199, Los Angeles
2388,2,4.3,34.083804,-118.273852, Los Angeles
2389,2,4.6,34.118765,-118.179128, Los Angeles
2390,1,4.6,33.9312636,-117.8931749, Brea
2391,2,4.3,34.1410298,-118.1318744, Pasadena
2392,2,4.5,34.0828183,-118.3241586, Los Angeles
2393,2,4.6,33.817329,-118.387987, Redondo Beach
2394,2,4.4,34.100517,-118.32927, Los Angeles
2395,1,4.2,34.00424,-118.409539, Culver City
2396,,4.7,34.1432717,-118.0319401, Arcadia
2397,2,4.5,34.0065368,-118.41216, Culver City
2398,2,4.5,34.097542,-118.363321, Los Angeles
2399,2,4.4,34.1592118,-118.2672531, Glendale
2400,,5,33.815576,-118.351367, Torrance
2401,2,4.6,33.8366772,-118.318935, Torrance
2402,2,4.6,33.817329,-118.387987, Redondo Beach
2403,2,4.6,33.7706309,-118.1822109, Long Beach
2404,,4.5,33.8645386,-118.3966923, Hermosa Beach
2405,2,4.6,33.9633419,-118.3515974, Inglewood
2406,,4.7,33.9888277,-118.3340017, Los Angeles
2407,1,4.2,34.00424,-118.409539, Culver City
2408,2,4.5,34.0065368,-118.41216, Culver City
2409,2,4.6,33.9866368,-118.471642, Venice
2410,2,4.6,34.047626,-118.327614, Los Angeles
2411,3,4.6,34.0450139,-118.2388682, Los Angeles
2412,,4,34.0516025,-118.2550754, Los Angeles
2413,2,4.6,34.0167692,-118.4912757, Santa Monica
2414,,4.6,34.0203454,-118.4963926, Santa Monica
2415,2,4.5,34.0771192,-118.2587199, Los Angeles
2416,,4.5,34.0325744,-118.4944729, Santa Monica
2417,2,4.5,34.0828183,-118.3241586, Los Angeles
2418,2,4.3,34.083804,-118.273852, Los Angeles
2419,2,4.4,34.100517,-118.32927, Los Angeles
2420,2,4.6,33.8366772,-118.318935, Torrance
2421,,4.5,33.8645386,-118.3966923, Hermosa Beach
2422,2,4.6,33.9633419,-118.3515974, Inglewood
2423,2,4.6,33.817329,-118.387987, Redondo Beach
2424,,4.7,33.9888277,-118.3340017, Los Angeles
2425,1,4.2,34.00424,-118.409539, Culver City
2426,2,4.6,33.7706309,-118.1822109, Long Beach
2427,2,4.5,34.0065368,-118.41216, Culver City
2428,2,4.6,33.992204,-118.4435615, Los Angeles
2429,,4,34.0516025,-118.2550754, Los Angeles
2430,2,4.6,33.9866368,-118.471642, Venice
2431,2,4.5,34.0771192,-118.2587199, Los Angeles
2432,2,4.5,34.0828183,-118.3241586, Los Angeles
2433,2,4.3,34.083804,-118.273852, Los Angeles
2434,,4.5,34.0822255,-118.3768009, Los Angeles
2435,2,4.6,34.0167692,-118.4912757, Santa Monica
2436,,4.6,34.0203454,-118.4963926, Santa Monica
2437,2,4.4,34.100517,-118.32927, Los Angeles
2438,2,4.5,34.097542,-118.363321, Los Angeles
2439,1,4.5,34.090791,-118.390096, West Hollywood
2440,2,4.6,33.8366772,-118.318935, Torrance
2441,,4.5,33.8645386,-118.3966923, Hermosa Beach
2442,2,4.6,33.9633419,-118.3515974, Inglewood
2443,2,4.6,33.817329,-118.387987, Redondo Beach
2444,,4.7,33.9888277,-118.3340017, Los Angeles
2445,2,4.6,33.7706309,-118.1822109, Long Beach
2446,1,4.2,34.00424,-118.409539, Culver City
2447,,4,34.0516025,-118.2550754, Los Angeles
2448,2,4.5,34.0065368,-118.41216, Culver City
2449,2,4.6,33.992204,-118.4435615, Los Angeles
2450,2,4.5,34.0771192,-118.2587199, Los Angeles
2451,2,4.6,33.9866368,-118.471642, Venice
2452,2,4.3,34.083804,-118.273852, Los Angeles
2453,2,4.5,34.0828183,-118.3241586, Los Angeles
2454,,4.5,34.0822255,-118.3768009, Los Angeles
2455,2,4.4,34.100517,-118.32927, Los Angeles
2456,2,4.6,34.0167692,-118.4912757, Santa Monica
2457,2,4.5,34.097542,-118.363321, Los Angeles
2458,1,4.5,34.090791,-118.390096, West Hollywood
2459,,4.6,34.0203454,-118.4963926, Santa Monica
2460,2,4.6,33.8366772,-118.318935, Torrance
2461,,4.5,33.8645386,-118.3966923, Hermosa Beach
2462,2,4.6,33.817329,-118.387987, Redondo Beach
2463,2,4.6,33.9633419,-118.3515974, Inglewood
2464,2,4.6,33.7706309,-118.1822109, Long Beach
2465,,4.7,33.9888277,-118.3340017, Los Angeles
2466,1,4.2,34.00424,-118.409539, Culver City
2467,2,4.5,34.0065368,-118.41216, Culver City
2468,2,4.6,33.992204,-118.4435615, Los Angeles
2469,2,4.6,34.0427223,-118.2529723, Los Angeles
2470,2,4.6,34.047626,-118.327614, Los Angeles
2471,2,4.6,33.9866368,-118.471642, Venice
2472,3,4.6,34.0450139,-118.2388682, Los Angeles
2473,,4,34.0516025,-118.2550754, Los Angeles
2474,2,4.5,34.0771192,-118.2587199, Los Angeles
2475,2,4.5,34.0828183,-118.3241586, Los Angeles
2476,2,4.3,34.083804,-118.273852, Los Angeles
2477,,4.6,34.0203454,-118.4963926, Santa Monica
2478,2,4.4,34.100517,-118.32927, Los Angeles
2479,2,4.5,34.097542,-118.363321, Los Angeles
2480,,5,33.815576,-118.351367, Torrance
2481,2,4.6,33.8366772,-118.318935, Torrance
2482,2,4.6,33.817329,-118.387987, Redondo Beach
2483,2,4.6,33.7706309,-118.1822109, Long Beach
2484,,4.5,33.8645386,-118.3966923, Hermosa Beach
2485,2,4.6,33.9633419,-118.3515974, Inglewood
2486,,4.7,33.9888277,-118.3340017, Los Angeles
2487,1,4.2,34.00424,-118.409539, Culver City
2488,2,4.5,34.0065368,-118.41216, Culver City
2489,2,4.6,33.9866368,-118.471642, Venice
2490,2,4.6,34.047626,-118.327614, Los Angeles
2491,3,4.6,34.0450139,-118.2388682, Los Angeles
2492,,4,34.0516025,-118.2550754, Los Angeles
2493,2,4.6,34.0167692,-118.4912757, Santa Monica
2494,,4.6,34.0203454,-118.4963926, Santa Monica
2495,2,4.5,34.0771192,-118.2587199, Los Angeles
2496,,4.5,34.0325744,-118.4944729, Santa Monica
2497,2,4.5,34.0828183,-118.3241586, Los Angeles
2498,2,4.3,34.083804,-118.273852, Los Angeles
2499,2,4.4,34.100517,-118.32927, Los Angeles
2500,,5,33.815576,-118.351367, Torrance
2501,2,4.6,33.8366772,-118.318935, Torrance
2502,2,4.6,33.817329,-118.387987, Redondo Beach
2503,2,4.6,33.7706309,-118.1822109, Long Beach
2504,,4.5,33.8645386,-118.3966923, Hermosa Beach
2505,2,4.6,33.9633419,-118.3515974, Inglewood
2506,,4.7,33.9888277,-118.3340017, Los Angeles
2507,1,4.2,34.00424,-118.409539, Culver City
2508,2,4.5,34.0065368,-118.41216, Culver City
2509,2,4.6,33.9866368,-118.471642, Venice
2510,2,4.6,34.047626,-118.327614, Los Angeles
2511,3,4.6,34.0450139,-118.2388682, Los Angeles
2512,,4,34.0516025,-118.2550754, Los Angeles
2513,2,4.6,34.0167692,-118.4912757, Santa Monica
2514,,4.6,34.0203454,-118.4963926, Santa Monica
2515,2,4.5,34.0771192,-118.2587199, Los Angeles
2516,,4.5,34.0325744,-118.4944729, Santa Monica
2517,2,4.5,34.0828183,-118.3241586, Los Angeles
2518,2,4.3,34.083804,-118.273852, Los Angeles
2519,2,4.4,34.100517,-118.32927, Los Angeles
2520,,5,33.815576,-118.351367, Torrance
2521,2,4.6,33.8366772,-118.318935, Torrance
2522,2,4.6,33.817329,-118.387987, Redondo Beach
2523,2,4.6,33.7706309,-118.1822109, Long Beach
2524,,4.5,33.8645386,-118.3966923, Hermosa Beach
2525,2,4.6,33.9633419,-118.3515974, Inglewood
2526,,4.7,33.9888277,-118.3340017, Los Angeles
2527,1,4.2,34.00424,-118.409539, Culver City
2528,2,4.5,34.0065368,-118.41216, Culver City
2529,2,4.6,33.9866368,-118.471642, Venice
2530,2,4.6,34.047626,-118.327614, Los Angeles
2531,3,4.6,34.0450139,-118.2388682, Los Angeles
2532,,4,34.0516025,-118.2550754, Los Angeles
2533,2,4.6,34.0167692,-118.4912757, Santa Monica
2534,,4.6,34.0203454,-118.4963926, Santa Monica
2535,2,4.5,34.0771192,-118.2587199, Los Angeles
2536,,4.5,34.0325744,-118.4944729, Santa Monica
2537,2,4.5,34.0828183,-118.3241586, Los Angeles
2538,2,4.3,34.083804,-118.273852, Los Angeles
2539,2,4.4,34.100517,-118.32927, Los Angeles
2540,2,4.4,34.045623,-118.2324544, Los Angeles
2541,3,4.6,34.0450139,-118.2388682, Los Angeles
2542,3,4.5,34.0462746,-118.2347141, Los Angeles
2543,2,4.6,34.0427223,-118.2529723, Los Angeles
2544,,4,34.0516025,-118.2550754, Los Angeles
2545,,4.7,33.9888277,-118.3340017, Los Angeles
2546,2,4.5,34.0771192,-118.2587199, Los Angeles
2547,2,4.3,34.083804,-118.273852, Los Angeles
2548,2,4.6,34.047626,-118.327614, Los Angeles
2549,2,4.5,34.0828183,-118.3241586, Los Angeles
2550,2,4.6,34.118765,-118.179128, Los Angeles
2551,2,4.4,34.100517,-118.32927, Los Angeles
2552,1,4.2,34.00424,-118.409539, Culver City
2553,2,4.5,34.0065368,-118.41216, Culver City
2554,2,4.5,34.097542,-118.363321, Los Angeles
2555,2,4.3,34.1410298,-118.1318744, Pasadena
2556,1,4.5,34.090791,-118.390096, West Hollywood
2557,2,4.4,34.1592118,-118.2672531, Glendale
2558,2,3,34.138548,-118.366535, Studio City
2559,2,4.5,34.1385838,-118.3665381, Studio City
2560,,5,33.815576,-118.351367, Torrance
2561,2,4.6,33.8366772,-118.318935, Torrance
2562,2,4.6,33.817329,-118.387987, Redondo Beach
2563,2,4.6,33.7706309,-118.1822109, Long Beach
2564,,4.5,33.8645386,-118.3966923, Hermosa Beach
2565,2,4.6,33.9633419,-118.3515974, Inglewood
2566,,4.7,33.9888277,-118.3340017, Los Angeles
2567,1,4.2,34.00424,-118.409539, Culver City
2568,2,4.5,34.0065368,-118.41216, Culver City
2569,2,4.6,33.9866368,-118.471642, Venice
2570,2,4.6,34.047626,-118.327614, Los Angeles
2571,3,4.6,34.0450139,-118.2388682, Los Angeles
2572,,4,34.0516025,-118.2550754, Los Angeles
2573,2,4.6,34.0167692,-118.4912757, Santa Monica
2574,,4.6,34.0203454,-118.4963926, Santa Monica
2575,2,4.5,34.0771192,-118.2587199, Los Angeles
2576,,4.5,34.0325744,-118.4944729, Santa Monica
2577,2,4.5,34.0828183,-118.3241586, Los Angeles
2578,2,4.3,34.083804,-118.273852, Los Angeles
2579,2,4.4,34.100517,-118.32927, Los Angeles
2580,,5,33.815576,-118.351367, Torrance
2581,2,4.6,33.8366772,-118.318935, Torrance
2582,2,4.6,33.817329,-118.387987, Redondo Beach
2583,2,4.6,33.7706309,-118.1822109, Long Beach
2584,,4.5,33.8645386,-118.3966923, Hermosa Beach
2585,2,4.6,33.9633419,-118.3515974, Inglewood
2586,,4.7,33.9888277,-118.3340017, Los Angeles
2587,1,4.2,34.00424,-118.409539, Culver City
2588,2,4.5,34.0065368,-118.41216, Culver City
2589,2,4.6,33.9866368,-118.471642, Venice
2590,2,4.6,34.047626,-118.327614, Los Angeles
2591,3,4.6,34.0450139,-118.2388682, Los Angeles
2592,,4,34.0516025,-118.2550754, Los Angeles
2593,2,4.6,34.0167692,-118.4912757, Santa Monica
2594,,4.6,34.0203454,-118.4963926, Santa Monica
2595,2,4.5,34.0771192,-118.2587199, Los Angeles
2596,,4.5,34.0325744,-118.4944729, Santa Monica
2597,2,4.5,34.0828183,-118.3241586, Los Angeles
2598,2,4.3,34.083804,-118.273852, Los Angeles
2599,2,4.4,34.100517,-118.32927, Los Angeles
2600,2,4.4,34.045623,-118.2324544, Los Angeles
2601,3,4.6,34.0450139,-118.2388682, Los Angeles
2602,,4.7,33.9888277,-118.3340017, Los Angeles
2603,2,4.6,33.9633419,-118.3515974, Inglewood
2604,,4,34.0516025,-118.2550754, Los Angeles
2605,2,4.6,33.7706309,-118.1822109, Long Beach
2606,2,4.5,34.0771192,-118.2587199, Los Angeles
2607,2,4.3,34.083804,-118.273852, Los Angeles
2608,2,4.6,33.817329,-118.387987, Redondo Beach
2609,2,4.5,34.0828183,-118.3241586, Los Angeles
2610,1,4.2,34.00424,-118.409539, Culver City
2611,2,4.5,34.0065368,-118.41216, Culver City
2612,2,4.6,34.118765,-118.179128, Los Angeles
2613,2,4.4,34.100517,-118.32927, Los Angeles
2614,2,4.5,34.097542,-118.363321, Los Angeles
2615,2,4.3,34.1410298,-118.1318744, Pasadena
2616,1,4.5,34.090791,-118.390096, West Hollywood
2617,2,4.6,33.9866368,-118.471642, Venice
2618,2,4.4,34.1592118,-118.2672531, Glendale
2619,2,3,34.138548,-118.366535, Studio City
2620,,5,33.815576,-118.351367, Torrance
2621,2,4.6,33.8366772,-118.318935, Torrance
2622,2,4.6,33.817329,-118.387987, Redondo Beach
2623,2,4.6,33.7706309,-118.1822109, Long Beach
2624,,4.5,33.8645386,-118.3966923, Hermosa Beach
2625,2,4.6,33.9633419,-118.3515974, Inglewood
2626,,4.7,33.9888277,-118.3340017, Los Angeles
2627,1,4.2,34.00424,-118.409539, Culver City
2628,2,4.5,34.0065368,-118.41216, Culver City
2629,2,4.6,33.9866368,-118.471642, Venice
2630,2,4.6,34.047626,-118.327614, Los Angeles
2631,3,4.6,34.0450139,-118.2388682, Los Angeles
2632,,4,34.0516025,-118.2550754, Los Angeles
2633,2,4.6,34.0167692,-118.4912757, Santa Monica
2634,,4.6,34.0203454,-118.4963926, Santa Monica
2635,2,4.5,34.0771192,-118.2587199, Los Angeles
2636,,4.5,34.0325744,-118.4944729, Santa Monica
2637,2,4.5,34.0828183,-118.3241586, Los Angeles
2638,2,4.3,34.083804,-118.273852, Los Angeles
2639,2,4.4,34.100517,-118.32927, Los Angeles
2640,,5,33.815576,-118.351367, Torrance
2641,2,4.6,33.8366772,-118.318935, Torrance
2642,2,4.6,33.817329,-118.387987, Redondo Beach
2643,2,4.6,33.7706309,-118.1822109, Long Beach
2644,,4.5,33.8645386,-118.3966923, Hermosa Beach
2645,2,4.6,33.9633419,-118.3515974, Inglewood
2646,,4.7,33.9888277,-118.3340017, Los Angeles
2647,1,4.2,34.00424,-118.409539, Culver City
2648,2,4.5,34.0065368,-118.41216, Culver City
2649,2,4.6,33.9866368,-118.471642, Venice
2650,2,4.6,34.047626,-118.327614, Los Angeles
2651,3,4.6,34.0450139,-118.2388682, Los Angeles
2652,,4,34.0516025,-118.2550754, Los Angeles
