,RegionName,State,CountyName,2018-05,zip_code,latitude,longitude
257,Pasadena,CA,Los Angeles,921500,90844,33.786594,-118.29866200000001
258,Pasadena,CA,Los Angeles,921500,90845,33.786594,-118.29866200000001
259,Pasadena,CA,Los Angeles,921500,90846,33.824918,-118.150352
260,Pasadena,CA,Los Angeles,921500,90847,33.786594,-118.29866200000001
261,Pasadena,CA,Los Angeles,921500,90848,33.786594,-118.29866200000001
262,Pasadena,CA,Los Angeles,921500,90853,33.786594,-118.29866200000001
263,Pasadena,CA,Los Angeles,921500,90888,33.786594,-118.29866200000001
264,Pasadena,CA,Los Angeles,921500,91001,33.786594,-118.29866200000001
265,Pasadena,CA,Los Angeles,921500,91003,33.786594,-118.29866200000001
266,Pasadena,CA,Los Angeles,921500,91006,33.786594,-118.29866200000001
267,Pasadena,CA,Los Angeles,921500,91007,33.786594,-118.29866200000001
268,Pasadena,CA,Los Angeles,921500,91009,33.786594,-118.29866200000001
269,Pasadena,CA,Los Angeles,921500,91010,33.786594,-118.29866200000001
270,Pasadena,CA,Los Angeles,921500,91011,33.786594,-118.29866200000001
271,Pasadena,CA,Los Angeles,921500,91012,33.786594,-118.29866200000001
272,Pasadena,CA,Los Angeles,921500,91016,33.786594,-118.29866200000001
273,Pasadena,CA,Los Angeles,921500,91017,33.786594,-118.29866200000001
274,Pasadena,CA,Los Angeles,921500,91020,33.786594,-118.29866200000001
275,Pasadena,CA,Los Angeles,921500,91021,33.786594,-118.29866200000001
276,Pasadena,CA,Los Angeles,921500,91023,33.786594,-118.29866200000001
277,Pasadena,CA,Los Angeles,921500,91024,33.786594,-118.29866200000001
278,Pasadena,CA,Los Angeles,921500,91025,33.786594,-118.29866200000001
279,Pasadena,CA,Los Angeles,921500,91030,33.786594,-118.29866200000001
280,Pasadena,CA,Los Angeles,921500,91031,33.786594,-118.29866200000001
281,Pasadena,CA,Los Angeles,921500,91040,33.786594,-118.29866200000001
282,Pasadena,CA,Los Angeles,921500,91041,33.786594,-118.29866200000001
283,Pasadena,CA,Los Angeles,921500,91042,33.786594,-118.29866200000001
284,Pasadena,CA,Los Angeles,921500,91043,33.786594,-118.29866200000001
285,Pasadena,CA,Los Angeles,921500,91046,33.786594,-118.29866200000001
286,Pasadena,CA,Los Angeles,921500,91050,33.786594,-118.29866200000001
287,Pasadena,CA,Los Angeles,921500,91051,33.786594,-118.29866200000001
288,Pasadena,CA,Los Angeles,921500,91066,33.786594,-118.29866200000001
289,Pasadena,CA,Los Angeles,921500,91077,33.786594,-118.29866200000001
290,Pasadena,CA,Los Angeles,921500,91101,33.786594,-118.29866200000001
291,Pasadena,CA,Los Angeles,921500,91102,33.786594,-118.29866200000001
292,Pasadena,CA,Los Angeles,921500,91103,33.786594,-118.29866200000001
293,Pasadena,CA,Los Angeles,921500,91104,33.786594,-118.29866200000001
294,Pasadena,CA,Los Angeles,921500,91105,33.786594,-118.29866200000001
295,Pasadena,CA,Los Angeles,921500,91106,33.786594,-118.29866200000001
296,Pasadena,CA,Los Angeles,921500,91107,33.786594,-118.29866200000001
297,Pasadena,CA,Los Angeles,921500,91108,33.786594,-118.29866200000001
298,Pasadena,CA,Los Angeles,921500,91109,33.786594,-118.29866200000001
299,Pasadena,CA,Los Angeles,921500,91110,33.786594,-118.29866200000001
300,Pasadena,CA,Los Angeles,921500,91114,33.786594,-118.29866200000001
301,Pasadena,CA,Los Angeles,921500,91115,33.786594,-118.29866200000001
302,Pasadena,CA,Los Angeles,921500,91116,33.786594,-118.29866200000001
303,Pasadena,CA,Los Angeles,921500,91117,33.786594,-118.29866200000001
304,Pasadena,CA,Los Angeles,921500,91118,33.786594,-118.29866200000001
305,Pasadena,CA,Los Angeles,921500,91121,33.786594,-118.29866200000001
306,Pasadena,CA,Los Angeles,921500,91123,33.786594,-118.29866200000001
307,Pasadena,CA,Los Angeles,921500,91124,33.786594,-118.29866200000001
308,Pasadena,CA,Los Angeles,921500,91125,33.786594,-118.29866200000001
309,Pasadena,CA,Los Angeles,921500,91126,33.786594,-118.29866200000001
310,Pasadena,CA,Los Angeles,921500,91129,33.786594,-118.29866200000001
311,Pasadena,CA,Los Angeles,921500,91131,33.786594,-118.29866200000001
312,Pasadena,CA,Los Angeles,921500,91175,33.786594,-118.29866200000001
313,Pasadena,CA,Los Angeles,921500,91182,33.786594,-118.29866200000001
314,Pasadena,CA,Los Angeles,921500,91184,33.786594,-118.29866200000001
315,Pasadena,CA,Los Angeles,921500,91185,33.786594,-118.29866200000001
316,Pasadena,CA,Los Angeles,921500,91186,33.786594,-118.29866200000001
317,Pasadena,CA,Los Angeles,921500,91187,33.786594,-118.29866200000001
318,Pasadena,CA,Los Angeles,921500,91188,33.786594,-118.29866200000001
319,Pasadena,CA,Los Angeles,921500,91189,33.786594,-118.29866200000001
320,Pasadena,CA,Los Angeles,921500,91191,33.786594,-118.29866200000001
321,Pasadena,CA,Los Angeles,921500,91201,33.786594,-118.29866200000001
322,Pasadena,CA,Los Angeles,921500,91202,33.786594,-118.29866200000001
323,Pasadena,CA,Los Angeles,921500,91203,33.786594,-118.29866200000001
324,Pasadena,CA,Los Angeles,921500,91204,33.786594,-118.29866200000001
325,Pasadena,CA,Los Angeles,921500,91205,33.786594,-118.29866200000001
326,Pasadena,CA,Los Angeles,921500,91206,33.786594,-118.29866200000001
327,Pasadena,CA,Los Angeles,921500,91207,33.786594,-118.29866200000001
328,Pasadena,CA,Los Angeles,921500,91208,33.786594,-118.29866200000001
329,Pasadena,CA,Los Angeles,921500,91209,33.786594,-118.29866200000001
330,Pasadena,CA,Los Angeles,921500,91210,33.786594,-118.29866200000001
331,Pasadena,CA,Los Angeles,921500,91214,33.786594,-118.29866200000001
332,Pasadena,CA,Los Angeles,921500,91221,33.786594,-118.29866200000001
333,Pasadena,CA,Los Angeles,921500,91222,33.786594,-118.29866200000001
334,Pasadena,CA,Los Angeles,921500,91224,33.786594,-118.29866200000001
335,Pasadena,CA,Los Angeles,921500,91225,33.786594,-118.29866200000001
336,Pasadena,CA,Los Angeles,921500,91226,33.786594,-118.29866200000001
337,Pasadena,CA,Los Angeles,921500,91301,33.786594,-118.29866200000001
338,Pasadena,CA,Los Angeles,921500,91302,33.786594,-118.29866200000001
